7.523718073397207551e-01,4.119660399330767886e-01,5.140239736259590853e-01
7.519435606466942090e-01,4.119408383067025836e-01,5.146704065099744208e-01
7.553624635866529324e-01,4.162119375468505966e-01,5.061572597995597222e-01
7.653876538726325229e-01,4.275253984890811099e-01,4.810444604671170743e-01
7.700699697420877454e-01,4.331311735737954915e-01,4.683904655092871461e-01
7.725205026383704654e-01,4.345530344932833078e-01,4.630072712345225661e-01
7.719386481377360498e-01,4.342972737358021251e-01,4.642161151198161972e-01
7.720234071954663602e-01,4.342515194571108239e-01,4.641179554719829237e-01
7.719051287444128606e-01,4.347256487640916434e-01,4.638707605839271220e-01
7.714887030003318991e-01,4.340290169406305631e-01,4.652139224017434738e-01
7.717196563725975400e-01,4.332493299280943955e-01,4.655575045953154190e-01
7.718064036322644927e-01,4.334633222767970140e-01,4.652143845078220985e-01
7.676461392037771114e-01,4.342028075324665393e-01,4.713675072557071410e-01
7.640290805870014745e-01,4.229053644106366416e-01,4.872480033515663167e-01
7.713385506950537485e-01,3.863231490751382613e-01,5.057581088824207871e-01
7.781741993995537898e-01,3.555829373997243525e-01,5.176926598079667485e-01
7.846642031603024980e-01,3.382451990855283031e-01,5.195115721275116449e-01
7.956650156568177978e-01,3.205821443483041766e-01,5.139496780667139886e-01
8.077995278961619396e-01,2.843875859507556947e-01,5.163173672150099813e-01
8.162562696322930300e-01,2.331113332514278269e-01,5.285686413283663398e-01
8.181626801478507627e-01,2.076562267572248655e-01,5.361797462626107791e-01
8.406948219204456452e-01,1.966256665737479425e-01,5.045498623927862081e-01
8.574540276389309712e-01,2.004474082362233678e-01,4.739128896929859502e-01
8.626744596165700774e-01,2.108961416602804229e-01,4.596907592698225020e-01
8.682263992747024650e-01,2.172357455037679519e-01,4.460846898044215081e-01
8.689248085497607299e-01,2.171763184690847781e-01,4.447517552331595181e-01
8.668603628308180209e-01,2.170332450053819029e-01,4.488314627065001505e-01
8.625204483231309061e-01,2.210703910165133790e-01,4.551772824299021858e-01
8.631919955701948810e-01,2.261681752537634815e-01,4.513840219656956587e-01
8.677761847447160726e-01,2.276221587687567438e-01,4.417608470964300427e-01
8.717088206387051397e-01,2.273207778035219173e-01,4.341071250273134119e-01
8.662920815598303959e-01,2.206431432102143320e-01,4.481680854111021461e-01
8.531262654372075982e-01,2.089873470095343355e-01,4.780165938658194058e-01
8.445055066669698851e-01,2.065338173591392823e-01,4.941196530155689270e-01
8.372493074878023522e-01,2.120030852916353348e-01,5.040518712771762111e-01
8.242057063811093487e-01,2.104752030502647087e-01,5.257234467567205582e-01
8.163675674427828266e-01,2.061619870830840584e-01,5.394823721953366791e-01
8.148933435936156489e-01,2.091668615586822766e-01,5.405534780135158313e-01
8.192210506859095576e-01,2.132682199338114537e-01,5.323471954273242268e-01
8.297785033268527677e-01,2.175615334484096997e-01,5.139402830876604877e-01
8.352901770688654359e-01,2.140343607243553881e-01,5.064381625841205548e-01
8.455135441918377737e-01,2.136680065645700788e-01,4.893391763990289633e-01
8.683654211760052366e-01,2.205584109676377302e-01,4.441795612781498370e-01
8.815309831089523929e-01,2.229925437764783969e-01,4.161459494444939566e-01
8.809510933356414775e-01,2.209684302672153544e-01,4.184472774149457508e-01
8.803752028859526124e-01,2.213454398155737524e-01,4.194588161147263516e-01
8.740450551506433463e-01,2.174422260089471648e-01,4.344699298167625789e-01
8.665049034682339446e-01,1.961113852599320195e-01,4.590311283964706446e-01
8.662006481743849129e-01,1.763896897975861244e-01,4.675287311335920570e-01
8.606813657849338162e-01,1.573551976982540956e-01,4.842178521573984318e-01
8.585764501703464502e-01,1.431332911063535329e-01,4.923000509749623221e-01
8.575376495404338772e-01,1.400174906631872496e-01,4.949992746752789885e-01
8.537552176344733734e-01,1.392527908255147828e-01,5.017077721235922994e-01
8.462730234724619161e-01,1.636769552145905804e-01,5.069830609344445627e-01
8.220643998077484804e-01,1.864251920265186935e-01,5.380109388726235231e-01
8.052842603942423905e-01,1.957425906583209751e-01,5.596446177384957199e-01
8.023530582982616455e-01,1.904502849838645984e-01,5.656485293793234170e-01
7.999951804273408573e-01,1.851659565575554389e-01,5.707199662051011257e-01
8.018777523405204999e-01,1.835054851903286655e-01,5.686104177786200919e-01
8.048476210612481863e-01,1.834262833584637542e-01,5.644245790584867528e-01
8.101919273211171113e-01,1.835016335298719770e-01,5.567011688469517550e-01
8.181693169253657638e-01,1.788259131896526022e-01,5.464615829257964963e-01
8.238155532393257596e-01,1.693090950809985062e-01,5.409827765870527383e-01
8.336656107146395156e-01,1.399817277003104765e-01,5.342347474863677892e-01
