8.604806654827306112e-01,1.033444090866461010e-04,5.094830847538807106e-01
8.602268006625154451e-01,1.695629914368319651e-04,5.099115831890121964e-01
8.600498493610875261e-01,9.756733556346271425e-05,5.102100029346596788e-01
8.599071307475838477e-01,2.406647594638472508e-04,5.104504565282815820e-01
8.596272169568233146e-01,4.243641177019828086e-04,5.109215867255584298e-01
8.597419230836481630e-01,3.140042615768779940e-04,5.107286237266853712e-01
8.598673208000714441e-01,3.475372230971400490e-05,5.105175701308289904e-01
4.648460964070073032e-01,7.233180378746991712e-01,5.106164144837713748e-01
4.650115528127862774e-01,7.232797386149008023e-01,5.105200049555375097e-01
4.649589683592350031e-01,7.228684114550483208e-01,5.111500928912864339e-01
4.648801424044816111e-01,7.223199823289144783e-01,5.119963831184215497e-01
4.649968259721184438e-01,7.218250849381652179e-01,5.125880398427825613e-01
4.650948181644344870e-01,7.214679873499062479e-01,5.130017089112540729e-01
4.648857246748876459e-01,7.211722212646133334e-01,5.136067467136389286e-01
4.641078721469721335e-01,7.210175669919368646e-01,5.145265309974185186e-01
4.635015257609818029e-01,7.209009134616646275e-01,5.152360707359098235e-01
4.635982455520894496e-01,7.207873554503584357e-01,5.153079224540442205e-01
4.634961778333864246e-01,7.208094912994947867e-01,5.153687712564715140e-01
4.632949056361465034e-01,7.204401552419487098e-01,5.160657062105087345e-01
4.627099629736144415e-01,7.201949962756695189e-01,5.169319660307774011e-01
8.555904293910143732e-01,3.799355177930651252e-04,5.176532360407900546e-01
8.550837893296059367e-01,8.548935672076424155e-04,5.184891342957063110e-01
8.526067967264723269e-01,1.885632474746686991e-03,5.225496096697366255e-01
4.588020387552337875e-01,7.137541647610582407e-01,5.292028736886121854e-01
4.589092920603488057e-01,7.050359232715945890e-01,5.406723671108407681e-01
4.619849273986876281e-01,6.940031588314858890e-01,5.522042578506153321e-01
4.716982318555303921e-01,6.829787476945264890e-01,5.577103264796005044e-01
4.786575726101868766e-01,6.696767964458391065e-01,5.678203205988333613e-01
4.772348274219585518e-01,6.646219872516000438e-01,5.749126312382319970e-01
4.760774275130530975e-01,6.620964725347001645e-01,5.787733097419582862e-01
4.833889357214708471e-01,6.632564430231630004e-01,5.713370525445775616e-01
4.861493844816757171e-01,6.689454872507227812e-01,5.622905930699720889e-01
4.850010469304542604e-01,6.655179275626060820e-01,5.673269538538929790e-01
4.903632854929936835e-01,6.550918869617895490e-01,5.748029817923344664e-01
5.012217083677994456e-01,6.552359386596556812e-01,5.651925899635136252e-01
5.290882264910830024e-01,6.538200396282330962e-01,5.409112721778462918e-01
5.472937332256492260e-01,6.507173289968575247e-01,5.263425950036035861e-01
5.649504876568933742e-01,6.404525750694305408e-01,5.202417184186345356e-01
5.817512882720661249e-01,6.213706504073975845e-01,5.248465998804594523e-01
5.918067441031253928e-01,6.081080934522355985e-01,5.291212756183074628e-01
5.927933373412449525e-01,6.037171606758533482e-01,5.330306268023581318e-01
5.918638515023350033e-01,6.007123536644035644e-01,5.374400891632428179e-01
5.872069387658893636e-01,5.987813460097557439e-01,5.446548546886716968e-01
5.851165079752795872e-01,5.995445371377547961e-01,5.460632015463866562e-01
5.848857077577414021e-01,6.026138312125932650e-01,5.429229036355034399e-01
