7.022989258058152107e-01,4.818976292287041607e-01,5.239760431124236284e-01
7.007887174848902445e-01,4.832641480326579919e-01,5.247389223910799982e-01
7.001994623410489060e-01,4.825133394065551085e-01,5.262143956906163433e-01
6.974851819888674420e-01,4.826110352968083772e-01,5.297178584073783947e-01
6.922535913539866748e-01,4.792400652050863297e-01,5.395497429892188723e-01
6.813305310552478788e-01,4.738212036769758329e-01,5.579266747504332269e-01
6.708239811031623256e-01,4.731153862087236206e-01,5.711015826536242068e-01
6.626146724595169957e-01,4.754993194463947859e-01,5.786555046375887468e-01
6.499578690670240189e-01,4.857165571150297012e-01,5.844948199789073984e-01
6.368388764329526719e-01,5.007835471322887866e-01,5.862184613138834433e-01
6.285129229877612911e-01,5.148244231824791184e-01,5.830328626520190349e-01
6.210316817724519378e-01,5.309118619233671454e-01,5.765867195001490586e-01
6.146317184355655217e-01,5.471404113910024458e-01,5.682123026790500964e-01
6.059294809858128961e-01,5.616998201511383959e-01,5.633318525651129782e-01
5.966111413603191194e-01,5.742289934455805378e-01,5.606391077076345875e-01
5.852060485750104624e-01,5.847089985675261170e-01,5.618267239152862080e-01
5.750220289835221710e-01,5.964644511551259187e-01,5.599819860423079776e-01
5.665880719765548079e-01,6.074007145338105040e-01,5.568144472602222228e-01
5.637740616309891983e-01,6.153300458557702246e-01,5.509335187654073041e-01
5.629245071199838746e-01,6.231745951079964430e-01,5.429267200052949605e-01
5.573510062285630395e-01,6.297788642238738577e-01,5.410530824539268036e-01
5.464966808184208436e-01,6.322413507766108109e-01,5.491923635873094955e-01
5.332083572174189934e-01,6.354454961149250680e-01,5.584781725911568406e-01
5.211042040827577049e-01,6.425428065058568228e-01,5.617732196312428261e-01
5.088320742352234749e-01,6.514602043050677915e-01,5.627517413889354669e-01
4.958967424943759306e-01,6.600924009444133489e-01,5.642379311947278708e-01
4.845180162651883671e-01,6.663279877634941117e-01,5.667885890148984807e-01
4.717972490705827360e-01,6.734702887983152753e-01,5.690739195177936249e-01
4.636031590684401849e-01,6.805597942166107250e-01,5.673715514524912962e-01
4.539333282773347911e-01,6.890376367242175837e-01,5.649528021494949481e-01
8.257064460404404116e-01,1.442947875923611054e-02,5.639154680535035657e-01
8.281114653573492523e-01,3.328474718878431104e-02,5.595744155590769431e-01
8.318909932247737782e-01,4.571160105844893073e-02,5.530531845312642858e-01
8.382638420927708278e-01,5.401723430563398071e-02,5.425825922731362105e-01
8.476857991825406113e-01,6.491992776002751542e-02,5.265113378113430720e-01
8.458505810140228842e-01,7.321605649097631674e-02,5.283712744558981544e-01
8.422391218577321981e-01,7.773184976048096162e-02,5.334707312919146904e-01
8.407937315259081945e-01,8.144341228302010016e-02,5.351942372844059603e-01
8.402016049442202483e-01,8.470618127003610998e-02,5.356175182943553326e-01
